2391,50,-92,NULL,NULL,NULL,55.865639,-4.283733,"2009-09-08 01:10:54","001B2F920229",1,6
2434,50,-89,NULL,NULL,NULL,55.865639,-4.283733,"2009-09-08 01:11:04","001BBFBA1111",1,6
203643,17.068495,-91,NULL,NULL,NULL,55.862036,-4.288002,"2009-09-15 15:57:58","001E74C506A0",1,6
203672,17.068495,-89,NULL,NULL,NULL,55.861784,-4.286958,"2009-09-15 15:57:58","001F335002F4",1,6
203677,17.068495,-80,NULL,NULL,NULL,55.861784,-4.286958,"2009-09-15 15:57:58","0016E3DE385A",1,6
212231,17.068495,-93,NULL,NULL,NULL,55.862161,-4.288339,"2009-09-15 16:04:37","0090D0DFBEA8",1,6
212232,17.068495,-93,NULL,NULL,NULL,55.862161,-4.288339,"2009-09-15 16:04:37","00184DF8526A",1,6
212247,17.068495,-89,NULL,NULL,NULL,55.862161,-4.288339,"2009-09-15 16:04:37","A210D2F549D7",1,6
212283,17.068495,-90,NULL,NULL,NULL,55.862381,-4.289269,"2009-09-15 16:04:39","001D680AEDF5",1,6
212288,17.068495,-89,NULL,NULL,NULL,55.862381,-4.289269,"2009-09-15 16:04:39","001A7031CA72",1,6
212309,17.068495,-78,NULL,NULL,NULL,55.862381,-4.289269,"2009-09-15 16:04:39","001B2FBA088A",1,6
219206,50,-94,NULL,NULL,NULL,55.865812,-4.283877,"2009-09-15 16:47:54","001F9F42576D",1,6
219259,50,-91,NULL,NULL,NULL,55.865812,-4.283877,"2009-09-15 16:48:08","02242C405A13",1,6
219261,50,-89,NULL,NULL,NULL,55.865812,-4.283877,"2009-09-15 16:48:08","001E2A18C692",1,6
219263,50,-87,NULL,NULL,NULL,55.865812,-4.283877,"2009-09-15 16:48:08","02242C405A10",1,6
219352,50,-77,NULL,NULL,NULL,55.865812,-4.283877,"2009-09-15 16:48:09","000D549B7EF3",1,6
219395,50,-97,NULL,NULL,NULL,55.866736,-4.281182,"2009-09-15 16:48:54","023F4CDA0EC2",1,6
219400,50,-92,NULL,NULL,NULL,55.866736,-4.281182,"2009-09-15 16:48:54","001E749094BD",1,6
219425,50,-90,NULL,NULL,NULL,55.866736,-4.281182,"2009-09-15 16:48:54","001E2A14E1D0",1,6
219438,50,-92,NULL,NULL,NULL,55.866736,-4.281182,"2009-09-15 16:48:55","0022756DFAAC",1,6
219484,223.103854,-90,NULL,NULL,NULL,55.866992,-4.286385,"2009-09-15 16:48:56","00147F7D25CB",1,6
219568,164.290791,-94,NULL,NULL,NULL,55.871534,-4.285357,"2009-09-15 16:53:49","000B85732E5D",1,6
219598,164.290791,-94,NULL,NULL,NULL,55.871534,-4.285357,"2009-09-15 16:54:51","000B857376DD",1,6
219684,50,-94,NULL,NULL,NULL,55.87202,-4.285198,"2009-09-15 16:54:53","000B857376DE",1,6
219685,50,-94,NULL,NULL,NULL,55.87202,-4.285198,"2009-09-15 16:54:53","0014F2273682",1,6
219686,50,-94,NULL,NULL,NULL,55.87202,-4.285198,"2009-09-15 16:54:53","000B857385DF",1,6
219688,50,-93,NULL,NULL,NULL,55.87202,-4.285198,"2009-09-15 16:54:53","000B857376DF",1,6
219691,50,-92,NULL,NULL,NULL,55.87202,-4.285198,"2009-09-15 16:54:53","0014F2273680",1,6
219692,50,-92,NULL,NULL,NULL,55.87202,-4.285198,"2009-09-15 16:54:53","000B85732E5F",1,6
219693,50,-92,NULL,NULL,NULL,55.87202,-4.285198,"2009-09-15 16:54:53","0014F2273681",1,6
219694,50,-91,NULL,NULL,NULL,55.87202,-4.285198,"2009-09-15 16:54:53","000B85732E5E",1,6
219696,50,-91,NULL,NULL,NULL,55.87202,-4.285198,"2009-09-15 16:54:53","0219D200006B",1,6
219700,50,-89,NULL,NULL,NULL,55.87202,-4.285198,"2009-09-15 16:54:53","D6C40A50E229",1,6
219774,50,-93,NULL,NULL,NULL,55.87202,-4.285198,"2009-09-15 16:54:55","00146A178801",1,6
219815,50,-95,NULL,NULL,NULL,55.87202,-4.285198,"2009-09-15 16:55:56","000B857385DD",1,6
219816,50,-95,NULL,NULL,NULL,55.87202,-4.285198,"2009-09-15 16:55:56","000393EE18EA",2,6
219841,50,-95,NULL,NULL,NULL,55.87202,-4.285198,"2009-09-15 16:55:57","001D4FF7BA88",2,6
219918,50,-96,NULL,NULL,NULL,55.87202,-4.285198,"2009-09-15 16:55:59","0021D8D62373",1,6
219943,50,-74,NULL,NULL,NULL,55.87202,-4.285198,"2009-09-15 16:55:59","001E52F59257",1,6
219959,50,-90,NULL,NULL,NULL,55.87202,-4.285198,"2009-09-15 16:56:00","000B857363DE",1,6
219970,65.154264,-96,NULL,NULL,NULL,55.872468,-4.286038,"2009-09-15 16:56:00","002155C24AB2",1,6
219977,65.154264,-94,NULL,NULL,NULL,55.872468,-4.286038,"2009-09-15 16:56:00","000B857385DE",1,6
219982,65.154264,-92,NULL,NULL,NULL,55.872468,-4.286038,"2009-09-15 16:56:00","12E10711C377",1,6
220000,65.154264,-95,NULL,NULL,NULL,55.872468,-4.286038,"2009-09-15 16:56:00","000B8573D85E",1,6
313953,65.154264,-82,NULL,NULL,NULL,55.872468,-4.286038,"2009-09-15 20:54:05","001F5B86D789",1,6
313966,65.154264,-93,NULL,NULL,NULL,55.872468,-4.286038,"2009-09-15 20:54:05","002155C24AB1",1,6
313990,65.154264,-97,NULL,NULL,NULL,55.872468,-4.286038,"2009-09-15 20:54:06","000B85877FED",1,6
313994,65.154264,-94,NULL,NULL,NULL,55.872468,-4.286038,"2009-09-15 20:54:06","000B85877FEE",1,6
314012,65.154264,-90,NULL,NULL,NULL,55.872468,-4.286038,"2009-09-15 20:54:06","002155C24AB0",1,6
314029,65.154264,-95,NULL,NULL,NULL,55.872468,-4.286038,"2009-09-15 20:54:06","000B857358FE",1,6
314034,65.154264,-94,NULL,NULL,NULL,55.872468,-4.286038,"2009-09-15 20:54:07","000B857358FF",1,6
314048,65.154264,-89,NULL,NULL,NULL,55.872468,-4.286038,"2009-09-15 20:54:07","000B85877FEF",1,6
318865,65.154264,-94,NULL,NULL,NULL,55.872468,-4.286038,"2009-09-15 21:30:41","000B85736D2F",1,6
318868,65.154264,-92,NULL,NULL,NULL,55.872468,-4.286038,"2009-09-15 21:30:41","000B85736D2E",1,6
318931,65.154264,-92,NULL,NULL,NULL,55.872468,-4.286038,"2009-09-15 21:30:43","000B85736D2D",1,6
319217,873,-93,NULL,NULL,NULL,55.874418,-4.280495,"2009-09-15 21:30:56","000B857358FD",1,6
319229,873,-96,NULL,NULL,NULL,55.874418,-4.280495,"2009-09-15 21:30:56","0014BF26472F",1,6
322478,17.068495,-90,NULL,NULL,NULL,55.864571,-4.2706,"2009-09-16 11:26:26","001F9FD4A801",1,6
322480,17.068495,-89,NULL,NULL,NULL,55.864571,-4.2706,"2009-09-16 11:26:26","5292DFB5AFE5",1,6
322497,17.068495,-81,NULL,NULL,NULL,55.864571,-4.2706,"2009-09-16 11:26:26","0019E4135B29",1,6
322498,17.068495,-81,NULL,NULL,NULL,55.864571,-4.2706,"2009-09-16 11:26:26","0019E4135B2B",1,6
322651,9.112092,-92,NULL,NULL,NULL,55.863855,-4.270518,"2009-09-16 11:26:30","001F33DC8234",1,6
322654,9.112092,-90,NULL,NULL,NULL,55.863855,-4.270518,"2009-09-16 11:26:30","001A308FE063",1,6
322656,9.112092,-89,NULL,NULL,NULL,55.863855,-4.270518,"2009-09-16 11:26:30","00183917A701",1,6
322661,9.112092,-89,NULL,NULL,NULL,55.863855,-4.270518,"2009-09-16 11:26:30","001A308FE061",1,6
322665,9.112092,-88,NULL,NULL,NULL,55.863855,-4.270518,"2009-09-16 11:26:30","000D0BBFA376",1,6
322667,9.112092,-88,NULL,NULL,NULL,55.863855,-4.270518,"2009-09-16 11:26:30","001A308FE064",1,6
322669,9.112092,-87,NULL,NULL,NULL,55.863855,-4.270518,"2009-09-16 11:26:30","0016E3DE1820",1,6
322670,9.112092,-87,NULL,NULL,NULL,55.863855,-4.270518,"2009-09-16 11:26:30","001A308FE062",1,6
322672,9.112092,-86,NULL,NULL,NULL,55.863855,-4.270518,"2009-09-16 11:26:30","00223F2C63CA",1,6
322683,9.112092,-95,NULL,NULL,NULL,55.863559,-4.270424,"2009-09-16 11:26:30","0002CF8C7BE4",1,6
322688,9.112092,-93,NULL,NULL,NULL,55.863559,-4.270424,"2009-09-16 11:26:31","001A308FE362",1,6
322701,9.112092,-89,NULL,NULL,NULL,55.863559,-4.270424,"2009-09-16 11:26:31","001A308FE361",1,6
322962,9.112092,-91,NULL,NULL,NULL,55.863511,-4.270401,"2009-09-16 11:26:37","00217C25A651",1,6
323032,9.112092,-95,NULL,NULL,NULL,55.863511,-4.270401,"2009-09-16 11:28:22","001360EF5FA0",1,6
323154,9.112092,-93,NULL,NULL,NULL,55.86211,-4.269951,"2009-09-16 11:28:25","001D0FEB4778",1,6
323158,9.112092,-92,NULL,NULL,NULL,55.86211,-4.269951,"2009-09-16 11:28:25","001A308FC583",1,6
323160,9.112092,-91,NULL,NULL,NULL,55.86211,-4.269951,"2009-09-16 11:28:25","5A3AD9D2CE96",1,6
504912,1906,-95,NULL,NULL,NULL,55.866361,-4.280088,"2009-10-06 14:52:17","001F9F72F5C1",1,6
504924,1906,-92,NULL,NULL,NULL,55.866361,-4.280088,"2009-10-06 14:52:17","22842FD4A959",1,6
592233,17.068495,-89,NULL,NULL,NULL,55.863107,-4.280304,"2009-10-30 17:38:08","3AE34EB5C562",1,6
592274,17.068495,-85,NULL,NULL,NULL,55.863107,-4.280304,"2009-10-30 17:38:08","001F33DC7FCA",1,6
592310,17.068495,-94,NULL,NULL,NULL,55.863107,-4.280304,"2009-10-30 17:38:08","001D0FE63BA2",1,6
592345,17.068495,-93,NULL,NULL,NULL,55.863107,-4.280304,"2009-10-30 17:38:09","001F9FEBE0EB",1,6
592789,47.421634,-96,NULL,NULL,NULL,55.863107,-4.280304,"2009-10-30 17:38:12","002417330F29",1,6
593403,47.421634,-84,NULL,NULL,NULL,55.863459,-4.280555,"2009-10-30 17:38:17","0023CDD43096",1,6
593436,47.421634,-95,NULL,NULL,NULL,55.863459,-4.280555,"2009-10-30 17:38:17","002163D047C5",1,6
